"Name","model_type","backbone_run_name","frac_keep","contrastive_loss_weight","loss_norm_type","num_oxels","State","Runtime","learning_rate","trainer/global_step","training/accuracy_epoch","training/accuracy_step","training/loss","training/loss_epoch","training/loss_step","training/step","validation/accuracy","validation/loss","validation/loss_epoch","validation/loss_step","validation/step","validation/accuracy/dataloader_idx_0","validation/id/accuracy/dataloader_idx_0","validation/id/loss/dataloader_idx_0","validation/loss/dataloader_idx_0","validation/ood/accuracy/dataloader_idx_1","validation/ood/loss/dataloader_idx_1","ID","num_parameters"
"quiet-sea-504","BackboneColoredMNIST","","0.25","1","l1","32","finished","1684","0.001","29999","","","","0.0000010587601764200372","0.0000020734269128297456","","","5.922897798882332e-7","","","","","","","","","","jk5v9p1h","993664"
"stellar-cherry-501","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1654","0.001","29999","","","","0.003573931287974119","0.003611415391787886","","","0.003436391009017825","","","","","","","","","","zr3nhs3r","993664"
"legendary-sea-498","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1627","0.001","29999","","","","0.006276447791606188","0.006205642130225897","","","0.006066454108804464","","","","","","","","","","ccizrtkl","993664"
"lemon-monkey-494","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1600","0.001","29999","","","","0.008723028935492039","0.008726307190954685","","","0.008344098925590515","","","","","","","","","","20ah82cy","993664"
"soft-sea-490","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1585","0.001","29999","","","","0.011005946435034277","0.011169414035975931","","","0.010403077118098736","","","","","","","","","","28mtroz8","993664"
"toasty-wave-487","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1554","0.001","29999","","","","0.013008493930101396","0.012751837261021136","","","0.012390727177262306","","","","","","","","","","xk1yru96","993664"
"radiant-eon-484","BackboneColoredMNIST","","0.25","0","l1","32","finished","1448","0.001","29999","","","","0.013682412914931774","0.013548547402024267","","","0.01315274927765131","","","","","","","","","","zcn15myd","993664"
"colorful-violet-481","BackboneColoredMNIST","","0.25","1","l1","32","finished","1673","0.001","29999","","","","0.0000024399630547122797","0.000004179615189059405","","","0.0000035201226182834944","","","","","","","","","","gghb8g4r","993664"
"vocal-surf-476","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1676","0.001","29999","","","","0.003623572178184986","0.003667012089863419","","","0.0034773789811879396","","","","","","","","","","61qh8sns","993664"
"dulcet-blaze-473","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1622","0.001","29999","","","","0.006231784820556641","0.0062377722933888435","","","0.006000828929245472","","","","","","","","","","yjchdqeb","993664"
"sandy-elevator-470","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1583","0.001","29999","","","","0.008733577094972134","0.008580115623772144","","","0.008351868018507957","","","","","","","","","","umqmshh3","993664"
"colorful-smoke-467","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1573","0.001","29999","","","","0.010877800174057484","0.010849817655980589","","","0.010428533889353275","","","","","","","","","","ysf5kvj3","993664"
"pious-firebrand-463","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1579","0.001","29999","","","","0.012750932015478613","0.012741086073219776","","","0.012286430224776268","","","","","","","","","","9yxipfxo","993664"
"proud-lake-459","BackboneColoredMNIST","","0.25","0","l1","32","finished","1419","0.001","29999","","","","0.013670374639332294","0.01369498297572136","","","0.013105038553476334","","","","","","","","","","uk2rdhkl","993664"
"proud-armadillo-456","BackboneColoredMNIST","","0.25","1","l1","32","finished","1643","0.001","29999","","","","8.420468020631233e-7","0.000002111575668095611","","","8.171942340595706e-7","","","","","","","","","","d8pdtyu8","993664"
"sandy-plasma-453","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1700","0.001","29999","","","","0.0035650860518217087","0.003582569072023034","","","0.003441928420215845","","","","","","","","","","e2krkyvv","993664"
"royal-plasma-449","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1592","0.001","29999","","","","0.006328352261334658","0.006360855419188738","","","0.006085198372602463","","","","","","","","","","xdi76xi1","993664"
"soft-voice-445","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1611","0.001","29999","","","","0.008658887818455696","0.008636154234409332","","","0.00830791611224413","","","","","","","","","","taiwkjux","993664"
"rosy-violet-442","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1551","0.001","29999","","","","0.010957448743283749","0.010755964554846289","","","0.010509029030799866","","","","","","","","","","0sapv72y","993664"
"smart-eon-439","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1525","0.001","29999","","","","0.012950128875672815","0.01290363259613514","","","0.01236790418624878","","","","","","","","","","wkg03ql7","993664"
"glorious-violet-436","BackboneColoredMNIST","","0.25","0","l1","32","finished","1419","0.001","29999","","","","0.013568253256380558","0.013525343500077724","","","0.013081821613013744","","","","","","","","","","qrfb2hn6","993664"
"glorious-wave-432","BackboneColoredMNIST","","0.25","1","l1","32","finished","1643","0.001","29999","","","","0.000005286793111736188","0.0000033126998459920287","","","0.000005842128302901983","","","","","","","","","","x31v148t","993664"
"blooming-shape-428","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1627","0.001","29999","","","","0.0035468668211251497","0.0035551381297409534","","","0.0034154148306697607","","","","","","","","","","0vgk10hd","993664"
"ethereal-energy-425","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1635","0.001","29999","","","","0.006280651781708002","0.006196143571287394","","","0.0060410527512431145","","","","","","","","","","ddrmu53m","993664"
"flowing-violet-422","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1612","0.001","29999","","","","0.008716974407434464","0.008643663488328457","","","0.008335890248417854","","","","","","","","","","8cpbzltw","993664"
"scarlet-flower-418","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1571","0.001","29999","","","","0.010944681242108343","0.010701405815780165","","","0.010494946502149103","","","","","","","","","","1emytbrh","993664"
"devout-oath-414","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1546","0.001","29999","","","","0.012894670478999616","0.012902311980724336","","","0.012461991980671884","","","","","","","","","","nthxcqi7","993664"
"polar-dragon-411","BackboneColoredMNIST","","0.25","0","l1","32","finished","1391","0.001","29999","","","","0.01369825191795826","0.013722232542932034","","","0.013135457411408424","","","","","","","","","","mc7wbdfl","993664"
"balmy-sun-410","BackboneColoredMNIST","","0.25","1","l1","32","finished","1483","0.001","29999","","","","8.543737521904404e-7","6.660187068519008e-7","","","0.0000013410522115009371","","","","","","","","","","aee088ba","993664"
"daily-vortex-408","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1522","0.001","29999","","","","0.003563963808119297","0.0035754693672060966","","","0.0034353577066212893","","","","","","","","","","pm2io97g","993664"
"comfy-sunset-407","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1445","0.001","29999","","","","0.0063379728235304356","0.006300796288996935","","","0.00610285485163331","","","","","","","","","","xgom8szr","993664"
"glad-snow-405","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1409","0.001","29999","","","","0.008653907105326653","0.008647691458463669","","","0.008352222852408886","","","","","","","","","","i710oi2n","993664"
"exalted-eon-404","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1121","0.001","29999","","","","0.010863580740988256","0.010776313953101637","","","0.010399460792541504","","","","","","","","","","nudkj3z5","993664"
"dry-night-403","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1039","0.001","29999","","","","0.01278491597622633","0.012830715626478195","","","0.012298875488340856","","","","","","","","","","od3zbku9","993664"
"legendary-plant-402","BackboneColoredMNIST","","0.25","0","l1","32","finished","888","0.001","29999","","","","0.013665048405528069","0.013751315884292126","","","0.012966045178472996","","","","","","","","","","5r6qb3uw","993664"
"clear-disco-401","BackboneColoredMNIST","","0.25","1","l1","32","finished","1078","0.001","29999","","","","0.0000010871976883208845","4.261613639755524e-7","","","5.05815478391014e-7","","","","","","","","","","wyrwi126","993664"
"icy-salad-400","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1546","0.001","29999","","","","0.0035371901467442513","0.0035416411701589823","","","0.003425442846491933","","","","","","","","","","zw0b6asq","993664"
"prime-violet-399","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1521","0.001","29999","","","","0.006265705917030573","0.006365216337144375","","","0.006035288330167532","","","","","","","","","","god73ho0","993664"
"azure-wood-398","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1463","0.001","29999","","","","0.008716649375855923","0.008551901206374168","","","0.008381625637412071","","","","","","","","","","mn0cxklt","993664"
"olive-pyramid-397","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1494","0.001","29999","","","","0.01086228620260954","0.010912066325545313","","","0.010406057350337504","","","","","","","","","","7h055v6b","993664"
"fragrant-energy-396","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1405","0.001","29999","","","","0.012862482108175756","0.012544583529233932","","","0.012303154915571213","","","","","","","","","","dhyj8112","993664"
"stellar-fire-395","BackboneColoredMNIST","","0.25","0","l1","32","finished","1332","0.001","29999","","","","0.01355441752821207","0.013405721634626389","","","0.01300038117915392","","","","","","","","","","wgsex8dm","993664"
"fresh-lake-394","BackboneColoredMNIST","","0.25","1","l1","32","finished","1518","0.001","29999","","","","6.405864496628055e-7","0.0000014114121995589812","","","7.495238492083445e-7","","","","","","","","","","41iyq6we","993664"
"peach-elevator-393","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1442","0.001","29999","","","","0.0035279314033687115","0.0035165671724826097","","","0.0033933850936591625","","","","","","","","","","7b0xnuxb","993664"
"misunderstood-tree-392","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1460","0.001","29999","","","","0.0062711494974792","0.006283214315772057","","","0.006052019540220499","","","","","","","","","","k0sujs12","993664"
"feasible-sky-391","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1540","0.001","29999","","","","0.00871238112449646","0.008580961264669895","","","0.008416082710027695","","","","","","","","","","pu155123","993664"
"confused-star-389","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1555","0.001","29999","","","","0.010880040004849434","0.01051072683185339","","","0.010474332608282566","","","","","","","","","","ani2u84a","993664"
"bumbling-brook-387","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1480","0.001","29999","","","","0.012843185104429722","0.01287984848022461","","","0.012187501415610312","","","","","","","","","","l89rloio","993664"
"treasured-waterfall-385","BackboneColoredMNIST","","0.25","0","l1","32","finished","1313","0.001","29999","","","","0.013688568025827408","0.01341555267572403","","","0.01319460291415453","","","","","","","","","","88a335g2","993664"
"resilient-frog-383","BackboneColoredMNIST","","0.25","1","l1","32","finished","1571","0.001","29999","","","","0.000013502100955520293","0.00000759591148380423","","","0.000008309536497108638","","","","","","","","","","up0psver","993664"
"light-sun-381","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1551","0.001","29999","","","","0.003553436836227774","0.0035859360359609127","","","0.003430045209825039","","","","","","","","","","cjkx4l3y","993664"
"spring-dust-379","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1507","0.001","29999","","","","0.006436222232878208","0.0064349714666605","","","0.006189615465700626","","","","","","","","","","vvan1fdv","993664"
"golden-silence-377","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1492","0.001","29999","","","","0.008676452562212944","0.008641056716442108","","","0.008319701999425888","","","","","","","","","","dpdveky5","993664"
"stoic-river-375","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1474","0.001","29999","","","","0.010923022404313087","0.010831182822585106","","","0.010460823774337769","","","","","","","","","","nhgi2x9p","993664"
"lilac-frost-373","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1456","0.001","29999","","","","0.012927343137562277","0.012878070585429668","","","0.01227885950356722","","","","","","","","","","zier2xw9","993664"
"skilled-cloud-372","BackboneColoredMNIST","","0.25","0","l1","32","finished","1282","0.001","29999","","","","0.01370612531900406","0.013506034389138222","","","0.013228384777903557","","","","","","","","","","ubq0g1z8","993664"
"zesty-armadillo-370","BackboneColoredMNIST","","0.25","1","l1","32","finished","1482","0.001","29999","","","","0.000017352842405671254","7.9372722439075e-7","","","3.444779395067599e-7","","","","","","","","","","hqwd9k55","993664"
"denim-night-368","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1505","0.001","29999","","","","0.003544977167621255","0.00360767962411046","","","0.003423703368753195","","","","","","","","","","ub8zl577","993664"
"morning-field-366","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1487","0.001","29999","","","","0.0062755076214671135","0.006321525666862726","","","0.0060700662434101105","","","","","","","","","","3yi0p1e6","993664"
"eager-puddle-364","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1441","0.001","29999","","","","0.0086870938539505","0.00875764898955822","","","0.008351221680641174","","","","","","","","","","1cgzx4n4","993664"
"vibrant-butterfly-362","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1431","0.001","29999","","","","0.010969282127916811","0.010716939345002174","","","0.01048895251005888","","","","","","","","","","bfej5sjh","993664"
"graceful-universe-360","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1438","0.001","29999","","","","0.012822170741856098","0.012989113107323648","","","0.012341956607997416","","","","","","","","","","tss82qxe","993664"
"spring-pine-358","BackboneColoredMNIST","","0.25","0","l1","32","finished","1251","0.001","29999","","","","0.01357216853648424","0.01357627473771572","","","0.013016900047659874","","","","","","","","","","mpmrhw2g","993664"
"fluent-salad-356","BackboneColoredMNIST","","0.25","1","l1","32","finished","1486","0.001","29999","","","","0.0000016673903928676737","4.602183309998509e-7","","","0.0000015921347085168236","","","","","","","","","","7luqxh65","993664"
"misunderstood-resonance-354","BackboneColoredMNIST","","0.25","0.9","l1","32","finished","1452","0.001","29999","","","","0.0035804002545773983","0.0036265633534640074","","","0.003460124135017395","","","","","","","","","","41vvrrxx","993664"
"winter-sponge-352","BackboneColoredMNIST","","0.25","0.7","l1","32","finished","1437","0.001","29999","","","","0.00630014855414629","0.006305712275207043","","","0.006062543950974941","","","","","","","","","","ni2j4ne3","993664"
"leafy-capybara-350","BackboneColoredMNIST","","0.25","0.5","l1","32","finished","1403","0.001","29999","","","","0.008677233941853046","0.008922393433749676","","","0.008373451419174671","","","","","","","","","","yqlrnb5m","993664"
"devoted-vortex-348","BackboneColoredMNIST","","0.25","0.3","l1","32","finished","1349","0.001","29999","","","","0.01088383048772812","0.010894163511693478","","","0.01047556009143591","","","","","","","","","","xk38i667","993664"
"dutiful-frost-347","BackboneColoredMNIST","","0.25","0.1","l1","32","finished","1369","0.001","29999","","","","0.012910195626318456","0.013316010124981403","","","0.012291519902646542","","","","","","","","","","2e4a4jdp","993664"
"crisp-brook-345","BackboneColoredMNIST","","0.25","0","l1","32","finished","1169","0.001","29999","","","","0.01367604173719883","0.013731186278164388","","","0.01306941732764244","","","","","","","","","","uc6f4208","993664"
